date,rainfall_mm,soil_moisture_percent,humidity_percent,river_level_m,temperature_c,flood_risk
2022-10-29,3.4,19.54,76.05,3.19,30.54,0
2026-06-17,2.73,48.06,92.46,3.35,25.02,1
2020-12-17,66.6,39.68,78.97,8.76,30.2,1
2025-02-24,99.83,31.82,81.84,9.06,32.12,1
2026-08-13,28.57,12.06,89.34,8.61,25.21,1
2024-07-24,82.27,5.0,74.65,4.95,21.68,0
2026-05-13,20.36,30.32,64.93,6.87,30.27,0
2022-09-03,74.91,25.16,87.78,5.54,25.39,1
2022-03-28,14.39,46.75,89.65,2.94,27.82,1
2026-07-05,14.68,32.88,93.05,9.45,31.17,1
2020-06-29,37.16,39.55,62.3,2.05,33.56,0
2025-03-28,82.68,28.72,93.42,4.23,21.44,1
2024-09-29,24.28,37.73,62.05,3.34,29.1,0
2024-01-14,67.47,20.58,93.95,7.57,30.15,1
2025-01-11,28.99,47.87,87.72,5.88,34.86,1
2020-08-12,32.22,27.64,85.57,2.49,39.04,0
2020-11-27,73.54,28.58,94.44,9.58,26.91,1
2020-11-27,73.54,28.58,94.44,9.58,26.91,1
2021-12-27,3.64,21.82,75.54,4.17,19.21,0
2024-08-25,5.65,15.74,100.0,9.54,30.67,1
2022-06-24,71.51,26.55,88.6,5.33,26.17,1
2023-06-22,9.3,60.0,94.74,0.38,30.6,1
2023-03-10,39.09,33.32,74.29,6.92,24.43,0
2023-09-18,22.54,15.21,76.23,6.18,19.54,0
2021-05-06,68.54,33.98,81.7,8.96,25.84,1
2021-03-12,54.51,23.44,96.11,8.27,27.93,1
2026-05-16,3.51,46.94,79.83,0.0,37.2,0
2024-05-15,14.17,45.3,85.22,6.41,24.69,1
2025-08-15,155.07,32.45,91.06,8.02,33.28,1
2021-08-27,30.4,33.93,84.65,2.9,26.51,0
2025-01-09,23.97,36.83,58.43,4.67,27.96,0
2022-03-28,14.39,46.75,89.65,2.94,27.82,1
2023-05-25,60.31,32.05,67.49,6.8,25.52,0
2022-07-24,59.47,22.52,82.35,3.5,34.51,0
2020-04-06,81.33,33.56,88.42,3.17,30.46,1
2024-05-03,29.52,34.81,77.19,4.66,21.99,0
2020-09-03,76.73,6.8,89.36,4.93,27.05,1
2022-05-09,10.64,14.87,58.45,3.39,27.79,0
2022-03-28,14.39,46.75,89.65,2.94,27.82,1
2020-08-03,25.24,34.15,68.57,4.88,31.97,0
2020-11-02,4.87,10.89,77.42,8.43,16.1,0
2023-03-24,106.87,39.74,81.12,6.2,40.0,0
2026-06-21,54.84,60.0,90.14,9.16,32.64,1
2023-11-28,45.58,38.58,82.32,4.61,27.62,0
2022-11-10,4.65,26.56,68.82,1.68,31.38,0
2023-12-27,40.3,45.9,94.84,6.69,23.69,1
2023-09-04,44.23,23.64,71.14,7.48,25.77,0
2021-01-03,7.42,13.11,88.89,3.26,36.74,0
2022-11-19,15.19,40.23,86.38,9.91,25.76,1
2022-09-17,60.09,17.6,96.21,2.08,24.79,1
2026-10-05,17.09,24.73,82.27,6.02,39.16,0
2025-01-11,28.99,47.87,87.72,5.88,34.86,1
2023-07-13,78.37,31.76,83.41,5.97,28.06,0
2025-07-23,50.7,36.85,60.18,5.25,37.48,0
2020-07-08,91.35,41.84,90.55,3.7,25.35,1
2026-09-26,80.64,29.78,70.2,10.7,21.11,1
2023-12-02,117.84,50.54,90.9,6.62,24.79,1
2022-08-28,80.16,8.06,91.53,8.1,33.71,1
2026-09-22,31.02,17.46,60.08,5.91,28.77,0
2020-02-25,48.84,37.84,68.48,5.52,26.49,0
2025-01-05,76.97,15.01,56.85,6.12,26.31,0
2024-11-21,17.75,41.01,78.13,4.05,26.12,0
2025-03-28,82.68,28.72,93.42,4.23,21.44,1
2026-05-18,37.45,27.07,82.48,6.8,28.57,0
2025-03-28,82.68,28.72,93.42,4.23,21.44,1
2023-12-27,40.3,45.9,94.84,6.69,23.69,1
2022-12-25,58.26,26.74,78.39,4.64,26.24,0
2023-03-01,29.02,30.48,76.4,6.14,28.08,0
2023-02-01,61.69,21.94,71.14,8.14,30.38,1
2026-01-11,83.81,46.81,74.47,3.62,28.66,1
2021-05-06,68.54,33.98,81.7,8.96,25.84,1
2020-09-10,71.66,32.92,88.68,7.58,23.85,1
2020-01-31,31.82,24.62,94.53,3.49,27.14,0
2022-02-01,42.77,45.74,76.14,2.86,29.18,0
2024-12-15,46.25,31.39,89.2,11.68,26.1,1
2021-05-06,68.54,33.98,81.7,8.96,25.84,1
2021-03-29,51.44,38.87,77.96,4.02,26.04,0
2022-08-18,22.74,22.89,78.25,2.48,25.12,0
2026-05-28,61.51,21.94,88.36,0.78,24.77,1
2024-02-23,85.52,52.02,68.16,5.26,22.64,1
2021-03-12,54.51,23.44,96.11,8.27,27.93,1
2026-05-25,81.46,29.88,86.11,5.28,19.61,1
2026-01-18,32.65,33.32,58.29,8.56,25.83,0
2026-07-05,14.68,32.88,93.05,9.45,31.17,1
2023-07-23,45.31,30.34,72.57,5.47,33.26,0
2022-08-09,10.2,40.99,57.84,4.99,23.35,0
2025-08-09,65.0,41.56,90.43,5.96,23.85,1
2023-10-12,86.84,46.71,68.73,4.65,36.1,1
2020-08-20,61.45,17.3,94.84,2.39,16.73,1
2020-07-09,54.8,37.23,63.85,6.29,26.89,0
2025-08-07,32.01,25.3,89.9,4.68,28.55,0
2025-08-09,65.0,41.56,90.43,5.96,23.85,1
2020-12-01,54.33,16.49,69.45,2.94,24.18,0
2021-09-14,50.73,52.76,86.04,5.08,33.53,1
2026-04-20,13.59,25.64,81.07,4.52,24.09,0
2024-04-28,29.44,21.39,92.52,3.5,33.06,0
2024-06-20,39.57,31.43,98.06,7.44,34.24,0
2022-11-19,15.19,40.23,86.38,9.91,25.76,1
2021-04-07,64.79,9.01,72.36,8.16,29.88,1
2023-04-20,7.7,28.1,69.21,3.08,35.48,0
2021-11-27,6.75,59.36,91.37,6.68,31.27,1
2020-02-16,26.72,22.51,82.32,5.34,22.11,0
2023-09-16,24.55,36.72,75.93,3.53,30.02,0
2024-06-08,22.82,15.22,77.47,1.9,20.84,0
2024-04-14,44.31,21.29,76.36,5.21,33.05,0
2021-03-05,6.46,40.6,82.6,2.06,26.3,0
2025-10-12,26.94,29.59,82.96,5.76,29.06,0
2022-04-20,5.57,25.11,63.45,1.37,30.33,0
2026-03-07,45.61,25.79,49.78,5.38,16.78,0
2026-06-22,48.98,17.56,72.82,3.15,24.05,0
2026-08-08,49.63,16.99,73.96,8.31,21.08,0
2021-07-06,78.61,20.06,86.89,9.27,27.78,1
2020-09-26,13.75,10.51,64.41,5.03,24.47,0
2024-05-10,36.85,26.56,90.84,6.68,22.98,0
2022-10-04,29.36,55.01,94.85,2.16,31.54,1
2023-04-25,28.75,23.72,91.16,3.75,30.81,0
2024-02-28,11.54,45.33,86.79,3.05,32.9,1
2021-11-11,61.81,19.74,67.73,5.26,40.0,0
2020-04-11,33.88,34.25,88.1,8.76,24.53,1
2022-04-23,114.47,18.74,94.03,5.84,25.71,1
2026-05-22,3.81,48.46,89.14,2.05,28.99,1
2020-02-19,32.57,48.21,95.6,6.16,29.38,1
2025-02-09,27.62,20.97,63.77,2.88,29.63,0
2026-05-31,65.02,34.09,59.94,8.65,22.74,1
2025-01-26,70.18,50.58,53.44,6.36,20.47,1
2026-10-01,31.8,40.74,78.92,2.74,30.47,0
2021-11-27,6.75,59.36,91.37,6.68,31.27,1
2023-11-20,91.17,41.66,97.1,7.41,21.16,1
2020-10-03,61.91,27.37,79.56,6.88,22.26,0
2026-03-08,26.58,39.76,79.28,3.22,30.3,0
2023-05-31,10.7,33.08,63.76,8.2,28.41,0
2020-02-29,30.4,39.19,56.14,5.77,29.84,0
2023-10-03,7.88,40.92,74.62,3.41,33.67,0
2022-01-02,30.54,42.53,88.14,4.69,33.04,0
2024-10-02,35.34,24.0,74.36,5.34,27.32,0
2020-04-06,81.33,33.56,88.42,3.17,30.46,1
2020-02-10,44.27,44.52,91.06,9.2,29.37,1
2025-01-26,70.18,50.58,53.44,6.36,20.47,1
2024-12-23,5.31,25.68,71.56,3.56,27.72,0
2026-01-17,72.24,38.12,80.36,4.76,27.94,0
2021-12-19,56.62,24.0,89.19,2.47,36.45,0
2022-10-04,29.36,55.01,94.85,2.16,31.54,1
2026-05-22,3.81,48.46,89.14,2.05,28.99,1
2021-03-12,54.51,23.44,96.11,8.27,27.93,1
2020-09-13,23.94,57.55,87.5,1.38,26.7,1
2020-10-26,11.22,37.98,79.08,3.02,15.57,0
2026-10-28,21.71,50.49,85.3,3.24,29.98,1
2026-05-23,24.89,49.33,74.71,5.74,23.43,0
2021-11-27,6.75,59.36,91.37,6.68,31.27,1
2026-04-01,72.74,34.42,94.24,3.84,26.32,1
2023-11-26,11.36,38.1,68.75,4.86,28.12,0
2022-09-03,74.91,25.16,87.78,5.54,25.39,1
2022-02-12,6.73,26.87,68.2,2.18,22.75,0
2025-11-24,62.86,37.15,72.84,9.16,25.5,1
2020-12-16,3.95,23.19,80.72,1.86,30.18,0
2024-03-02,68.79,43.77,61.71,8.26,30.23,1
2026-10-28,21.71,50.49,85.3,3.24,29.98,1
2026-09-17,35.51,10.48,85.44,9.18,30.9,1
2023-02-03,28.73,29.56,64.64,2.8,36.71,0
2026-08-13,28.57,12.06,89.34,8.61,25.21,1
2026-09-10,41.04,49.12,56.42,2.89,19.6,0
2026-01-22,14.68,26.07,74.35,4.06,26.73,0
2022-03-28,14.39,46.75,89.65,2.94,27.82,1
2023-05-20,91.69,15.95,74.14,9.04,26.54,1
2021-09-14,50.73,52.76,86.04,5.08,33.53,1
2024-02-23,85.52,52.02,68.16,5.26,22.64,1
2021-06-06,69.68,37.29,78.42,1.85,28.8,0
2022-09-17,60.09,17.6,96.21,2.08,24.79,1
2025-09-09,30.76,21.9,82.59,3.01,36.33,0
2021-12-30,111.02,22.61,98.18,5.7,21.1,1
2021-10-26,62.53,35.56,89.93,7.41,24.67,1
2025-02-23,66.34,25.62,80.65,4.7,22.96,0
2026-05-22,3.81,48.46,89.14,2.05,28.99,1
2026-03-10,63.83,19.01,75.2,8.48,25.43,1
2026-09-23,5.38,24.45,87.95,5.55,24.45,0
2021-03-12,54.51,23.44,96.11,8.27,27.93,1
2022-12-14,17.03,17.29,74.62,5.26,18.32,0
2024-08-25,5.65,15.74,100.0,9.54,30.67,1
2025-08-09,65.0,41.56,90.43,5.96,23.85,1
2026-09-21,58.46,23.28,77.75,4.57,28.3,0
2026-01-09,30.0,19.55,57.32,3.6,25.4,0
2024-11-25,50.02,39.57,79.85,4.86,28.96,0
2021-12-01,71.65,36.0,78.73,4.37,26.46,0
2021-09-14,50.73,52.76,86.04,5.08,33.53,1
2022-08-29,24.63,45.99,95.78,4.76,21.23,1
2022-12-09,42.46,28.96,68.21,3.52,19.67,0
2025-09-30,17.83,44.55,66.86,3.1,20.74,0
2024-02-28,11.54,45.33,86.79,3.05,32.9,1
2023-06-21,25.67,28.94,85.27,3.96,32.74,0
2022-07-31,67.55,45.15,90.97,6.4,25.38,1
2025-05-18,3.62,39.58,73.45,4.53,30.89,0
2024-06-23,8.71,14.67,91.64,8.89,16.81,1
2020-09-12,4.39,20.22,74.61,4.73,31.74,0
2023-05-07,14.25,29.55,70.91,4.94,24.99,0
2020-10-06,22.6,36.52,89.36,6.41,32.64,0
2026-04-08,5.61,15.19,65.03,4.95,30.79,0
2023-03-19,38.59,27.83,87.37,6.0,34.34,0
2020-03-07,3.21,29.92,81.75,4.27,31.23,0
2025-09-03,15.28,17.11,71.59,0.59,16.81,0
2024-09-23,72.71,7.95,87.69,6.7,21.98,1
2020-09-16,32.79,23.49,85.47,8.01,20.09,1
2020-03-15,63.19,46.35,76.03,5.64,25.67,1
2023-06-22,9.3,60.0,94.74,0.38,30.6,1
2022-08-29,24.63,45.99,95.78,4.76,21.23,1
2024-04-13,79.93,28.37,94.36,5.47,18.15,1
2026-05-03,30.46,48.71,88.97,6.15,29.7,1
2021-12-03,10.05,48.08,90.43,6.11,18.96,1
2024-01-16,45.47,27.86,61.28,7.08,30.45,0
2023-07-22,41.03,28.91,73.4,4.08,15.18,0
2020-04-19,11.8,17.8,68.89,7.23,28.08,0
2020-03-15,63.19,46.35,76.03,5.64,25.67,1
2020-09-24,85.61,17.36,70.81,8.2,32.21,1
2021-06-16,23.75,26.95,59.67,4.75,26.97,0
2025-11-19,21.99,21.03,69.67,3.71,18.07,0
2020-09-13,23.94,57.55,87.5,1.38,26.7,1
2024-06-02,40.76,29.83,86.43,2.16,19.41,0
2022-06-29,31.24,33.42,89.95,7.86,17.13,0
2022-05-18,77.42,32.4,88.3,4.61,25.85,1
2022-08-14,53.23,6.16,77.38,6.2,30.74,0
2021-08-25,62.38,34.36,85.73,5.9,36.09,1
2024-12-15,46.25,31.39,89.2,11.68,26.1,1
2022-05-29,1.31,41.5,72.22,2.53,21.9,0
2021-01-08,80.62,19.82,80.74,6.35,29.43,0
2023-12-29,65.12,22.03,79.17,8.63,29.2,1
2020-11-08,49.99,21.94,69.0,2.79,24.83,0
2022-11-24,23.33,23.56,55.15,6.12,33.46,0
2025-10-27,70.89,24.55,72.05,1.17,29.11,0
2022-09-20,21.75,23.38,69.35,4.73,32.52,0
2024-08-20,11.81,29.68,76.92,3.7,24.37,0
2022-03-10,47.62,32.18,72.79,5.95,19.47,0
2025-09-26,15.78,29.61,75.14,2.37,24.55,0
2023-02-01,61.69,21.94,71.14,8.14,30.38,1
2023-02-01,61.69,21.94,71.14,8.14,30.38,1
2026-10-28,21.71,50.49,85.3,3.24,29.98,1
2023-12-29,65.12,22.03,79.17,8.63,29.2,1
2024-01-11,18.49,18.3,85.64,3.8,26.52,0
2024-12-16,41.73,29.55,80.92,5.87,29.36,0
2023-09-20,76.49,22.63,91.3,3.85,25.17,1
2026-01-11,83.81,46.81,74.47,3.62,28.66,1
2023-12-29,65.12,22.03,79.17,8.63,29.2,1
2023-06-02,40.78,34.52,99.6,1.67,25.43,0
2022-05-18,77.42,32.4,88.3,4.61,25.85,1
2024-12-10,25.9,27.11,84.44,6.72,32.49,0
2025-08-15,155.07,32.45,91.06,8.02,33.28,1
2025-03-24,89.55,27.19,97.41,8.34,21.84,1
2020-04-24,35.33,27.74,75.34,5.24,28.95,0
2026-08-13,28.57,12.06,89.34,8.61,25.21,1
2023-03-15,11.28,22.55,95.77,8.52,30.81,1
2020-03-02,17.71,19.2,83.65,5.95,17.46,0
2020-03-21,11.09,36.86,51.33,1.37,28.28,0
2022-04-15,17.45,20.72,68.57,1.86,20.29,0
2021-01-19,57.73,38.27,72.73,3.72,27.76,0
2025-04-03,9.57,25.39,76.85,5.84,31.24,0
2022-04-04,22.41,31.68,78.6,4.18,23.53,0
2025-02-27,23.13,11.96,72.77,5.27,35.54,0
2024-09-25,18.69,16.55,77.94,4.38,20.1,0
2025-12-07,29.6,19.2,59.7,2.56,26.13,0
2025-06-24,42.1,21.98,68.21,2.94,34.37,0
2020-08-20,61.45,17.3,94.84,2.39,16.73,1
2024-03-25,20.61,34.53,87.15,4.56,22.73,0
2020-05-07,36.33,51.55,54.29,7.34,22.34,0
2024-06-22,31.82,17.49,82.96,0.75,35.0,0
2026-04-11,26.7,49.92,70.51,3.44,21.74,0
2021-04-27,35.8,45.98,92.45,6.56,23.2,1
2022-08-16,82.79,31.34,77.21,5.17,21.79,0
2020-05-10,39.85,32.46,66.46,7.41,23.71,0
2023-12-27,40.3,45.9,94.84,6.69,23.69,1
2023-08-11,14.69,59.27,71.24,6.83,27.56,0
2026-01-08,72.13,27.77,68.73,8.15,25.03,1
2022-09-03,74.91,25.16,87.78,5.54,25.39,1
2023-05-23,21.65,36.26,83.36,0.0,26.26,0
2025-04-10,67.88,14.93,72.18,10.24,23.43,1
2026-03-06,20.9,36.84,76.98,2.15,25.59,0
2021-04-04,19.48,30.69,79.61,0.84,34.28,0
2022-04-23,114.47,18.74,94.03,5.84,25.71,1
2024-12-21,11.75,30.32,79.35,4.46,36.62,0
2022-09-02,48.29,16.18,82.15,5.12,22.19,0
2025-04-21,23.84,38.09,59.55,4.19,26.53,0
2024-01-21,45.28,21.63,80.94,4.75,35.21,0
2026-02-08,36.41,50.64,100.0,5.56,32.18,1
2025-11-24,62.86,37.15,72.84,9.16,25.5,1
2023-07-12,19.29,21.85,73.12,4.58,39.18,0
2025-03-28,82.68,28.72,93.42,4.23,21.44,1
2026-04-01,72.74,34.42,94.24,3.84,26.32,1
2020-12-04,17.12,31.91,92.28,4.99,26.31,0
2024-12-15,46.25,31.39,89.2,11.68,26.1,1
2024-08-29,29.13,32.91,70.49,5.19,28.63,0
2026-05-25,81.46,29.88,86.11,5.28,19.61,1
2020-09-24,85.61,17.36,70.81,8.2,32.21,1
2024-06-24,26.69,45.79,71.75,9.07,29.64,1
2022-11-28,41.07,24.47,64.5,4.26,24.72,0
2025-09-16,15.75,51.97,71.76,2.48,25.16,0
2025-01-11,28.99,47.87,87.72,5.88,34.86,1
2022-08-28,80.16,8.06,91.53,8.1,33.71,1
2024-03-23,5.4,14.91,79.11,0.87,22.43,0
2023-07-10,38.69,5.65,83.64,3.85,30.45,0
2025-12-28,25.97,40.48,87.07,5.26,27.52,0
2024-10-24,49.04,19.6,81.29,3.93,14.92,0
2023-07-01,63.9,31.37,82.98,3.96,23.73,0
2021-03-12,54.51,23.44,96.11,8.27,27.93,1
2021-03-13,13.71,27.64,66.39,5.28,26.21,0
2022-03-28,14.39,46.75,89.65,2.94,27.82,1
2020-01-07,16.97,37.42,91.05,5.98,34.1,0
2022-09-10,49.04,37.29,79.31,4.98,21.79,0
2021-04-01,47.93,35.65,71.62,2.57,21.49,0
2023-10-07,104.4,40.6,73.31,7.19,21.53,0
2026-01-08,72.13,27.77,68.73,8.15,25.03,1
2020-07-08,91.35,41.84,90.55,3.7,25.35,1
2024-06-05,59.43,27.8,55.3,6.99,24.14,0
2022-11-27,70.49,45.4,69.79,4.67,35.95,1
2024-06-03,80.6,36.83,76.85,8.3,19.46,1
2025-04-28,36.05,31.29,68.41,2.4,27.84,0
2026-08-31,30.43,34.99,74.04,2.2,27.95,0
2026-10-18,10.65,32.91,51.09,2.99,23.78,0
2024-12-15,46.25,31.39,89.2,11.68,26.1,1
2022-09-03,74.91,25.16,87.78,5.54,25.39,1
2025-03-24,89.55,27.19,97.41,8.34,21.84,1
2022-10-08,13.64,39.52,97.54,8.01,34.35,1
2020-02-15,69.19,24.16,86.8,0.0,18.75,1
2020-07-20,29.77,30.19,81.62,5.37,23.64,0
2024-03-30,12.86,16.63,52.44,1.9,18.48,0
2022-08-29,24.63,45.99,95.78,4.76,21.23,1
2023-06-26,4.26,32.95,89.54,2.95,28.68,0
2026-06-16,16.17,15.24,67.04,4.08,23.35,0
2024-03-02,68.79,43.77,61.71,8.26,30.23,1
2025-08-09,65.0,41.56,90.43,5.96,23.85,1
2026-08-13,28.57,12.06,89.34,8.61,25.21,1
2025-11-13,5.92,23.34,75.45,4.13,35.15,0
2021-05-07,78.4,29.42,84.85,8.66,26.06,1
2023-04-04,26.0,27.38,54.53,6.02,33.46,0
2024-03-17,44.49,27.27,75.18,4.24,23.59,0
2025-10-30,6.25,45.36,80.74,6.31,31.56,0
2025-11-11,28.18,37.03,78.42,1.2,37.73,0
2020-02-19,32.57,48.21,95.6,6.16,29.38,1
2023-09-26,23.72,16.01,90.74,4.41,29.68,0
2026-05-25,81.46,29.88,86.11,5.28,19.61,1
2020-08-17,79.88,42.81,81.49,4.61,31.88,0
2021-09-14,50.73,52.76,86.04,5.08,33.53,1
2021-08-04,75.94,30.81,74.51,8.15,27.65,1
2021-08-23,5.21,31.5,58.94,4.44,28.97,0
2023-07-21,40.31,13.26,91.63,4.25,34.56,0
2026-10-28,21.71,50.49,85.3,3.24,29.98,1
2025-06-23,40.96,30.2,77.95,6.01,30.67,0
2023-10-30,22.65,36.72,83.3,2.91,22.45,0
2026-07-07,25.87,26.42,70.73,0.9,20.95,0
2021-03-10,15.43,28.77,63.19,5.69,22.79,0
2025-05-11,64.94,54.98,91.67,5.25,23.1,1
2023-03-08,17.21,30.68,81.04,3.32,23.24,0
2020-09-27,29.38,9.5,67.84,4.36,23.37,0
2020-11-04,39.52,25.32,74.63,6.84,25.49,0
2020-02-10,44.27,44.52,91.06,9.2,29.37,1
2025-10-13,18.3,19.01,74.98,5.1,26.78,0
2025-12-11,35.07,21.76,70.42,1.79,26.18,0
2023-02-01,61.69,21.94,71.14,8.14,30.38,1
2026-02-05,43.97,6.15,70.25,7.35,25.29,0
2024-06-19,17.01,14.35,76.26,7.95,28.58,0
2021-05-06,68.54,33.98,81.7,8.96,25.84,1
2025-05-30,7.59,40.65,73.45,7.88,40.0,0
2022-01-19,38.51,17.37,64.81,5.55,33.38,0
2026-03-21,54.41,42.31,64.37,2.11,38.7,0
2026-09-09,15.75,29.48,90.76,1.41,25.78,0
2020-08-20,61.45,17.3,94.84,2.39,16.73,1
2020-09-24,85.61,17.36,70.81,8.2,32.21,1
2023-09-12,5.53,21.83,83.1,1.43,34.76,0
2021-04-12,51.83,29.51,70.0,7.64,23.99,0
2022-06-24,71.51,26.55,88.6,5.33,26.17,1
2026-11-03,55.52,33.1,63.11,2.86,26.82,0
2022-10-09,5.65,46.89,72.98,1.33,23.38,0
2026-05-31,65.02,34.09,59.94,8.65,22.74,1
2021-11-18,19.71,35.04,81.68,2.46,27.96,0
2022-06-24,71.51,26.55,88.6,5.33,26.17,1
2020-09-16,32.79,23.49,85.47,8.01,20.09,1
2023-10-12,86.84,46.71,68.73,4.65,36.1,1
2026-03-10,63.83,19.01,75.2,8.48,25.43,1
2025-04-10,67.88,14.93,72.18,10.24,23.43,1
2021-03-03,13.42,16.11,64.5,5.66,25.15,0
2025-09-02,28.62,47.41,70.0,4.33,28.44,0
2026-09-04,48.15,24.22,89.34,5.12,35.67,0
2022-02-18,94.37,21.48,92.23,6.66,24.04,1
2020-03-15,63.19,46.35,76.03,5.64,25.67,1
2022-05-10,82.13,16.69,80.85,9.27,26.55,1
2026-08-01,40.62,32.47,72.18,4.01,34.22,0
2023-01-24,40.06,45.68,91.65,5.47,31.5,1
2024-08-25,5.65,15.74,100.0,9.54,30.67,1
2021-03-23,38.79,16.26,92.3,3.69,33.91,0
2023-10-12,86.84,46.71,68.73,4.65,36.1,1
2023-12-03,9.06,21.87,67.5,0.0,25.82,0
2025-11-08,31.71,17.46,62.46,6.32,29.4,0
2026-06-21,54.84,60.0,90.14,9.16,32.64,1
2023-05-21,20.51,31.07,52.84,7.52,33.27,0
2024-04-13,79.93,28.37,94.36,5.47,18.15,1
2024-04-01,38.38,45.49,76.74,6.55,27.32,0
2025-05-11,64.94,54.98,91.67,5.25,23.1,1
2024-12-09,20.67,25.57,70.13,5.43,27.6,0
2020-04-18,39.18,35.23,68.47,4.63,26.81,0
2025-04-19,26.0,35.99,72.72,1.5,27.76,0
2023-09-20,76.49,22.63,91.3,3.85,25.17,1
2023-08-17,53.48,36.12,79.29,4.66,31.21,0
2020-08-20,61.45,17.3,94.84,2.39,16.73,1
2026-09-16,12.96,45.6,76.21,4.97,24.15,0
2025-07-09,12.35,30.82,71.98,4.62,28.32,0
2023-11-20,91.17,41.66,97.1,7.41,21.16,1
2026-08-13,28.57,12.06,89.34,8.61,25.21,1
2024-04-13,79.93,28.37,94.36,5.47,18.15,1
2022-11-19,15.19,40.23,86.38,9.91,25.76,1
2024-09-23,72.71,7.95,87.69,6.7,21.98,1
2021-08-04,75.94,30.81,74.51,8.15,27.65,1
2026-07-05,14.68,32.88,93.05,9.45,31.17,1
2024-07-21,3.27,19.24,77.02,3.51,24.48,0
2025-02-10,64.94,38.09,95.46,3.92,29.22,1
2020-04-06,81.33,33.56,88.42,3.17,30.46,1
2023-11-22,33.33,15.05,78.32,9.13,23.1,0
2024-02-15,69.14,15.73,87.66,3.63,28.47,1
2024-05-24,75.48,30.35,86.46,7.83,25.99,1
2022-07-22,60.16,36.6,91.37,3.22,31.72,1
2021-02-16,31.45,35.87,92.65,3.49,28.69,0
2022-07-22,60.16,36.6,91.37,3.22,31.72,1
2023-01-26,5.0,39.39,69.41,1.05,25.59,0
2026-04-02,51.98,15.66,65.47,2.54,23.59,0
2026-02-21,30.81,30.34,87.78,6.07,31.97,0
2022-05-11,68.37,8.22,72.32,6.53,23.1,0
2025-02-03,4.49,38.43,74.32,5.3,24.98,0
2024-06-21,21.49,38.72,61.01,2.49,30.36,0
2021-08-04,75.94,30.81,74.51,8.15,27.65,1
2022-05-08,20.87,43.51,86.71,1.96,29.32,0
2024-07-13,22.7,49.53,83.31,3.67,31.76,0
2023-12-29,65.12,22.03,79.17,8.63,29.2,1
2020-07-08,91.35,41.84,90.55,3.7,25.35,1
2021-02-01,54.84,24.99,80.4,4.06,23.59,0
2026-08-27,45.25,56.67,85.45,3.24,29.1,1
2022-07-18,28.96,27.22,96.59,9.84,31.22,1
2024-12-27,63.76,57.8,93.69,2.59,21.85,1
2021-12-30,111.02,22.61,98.18,5.7,21.1,1
2022-09-03,74.91,25.16,87.78,5.54,25.39,1
2024-05-23,204.15,48.69,90.15,8.81,28.71,1
2022-06-28,23.52,41.84,99.19,3.77,31.02,0
2026-02-08,36.41,50.64,100.0,5.56,32.18,1
2026-03-10,63.83,19.01,75.2,8.48,25.43,1
2021-08-02,60.17,30.46,68.63,4.99,30.47,0
2023-05-03,38.22,26.16,75.2,4.4,40.0,0
2023-06-28,17.04,25.89,67.78,4.92,24.85,0
2024-11-27,28.75,42.33,78.81,5.34,28.72,0
2026-08-18,31.82,37.03,82.4,2.23,32.86,0
2020-02-21,16.49,38.32,73.44,3.65,31.22,0
2021-10-26,62.53,35.56,89.93,7.41,24.67,1
2024-06-23,8.71,14.67,91.64,8.89,16.81,1
2021-11-16,7.82,33.99,78.33,3.93,32.14,0
2022-02-25,28.75,23.43,76.18,3.27,30.05,0
2024-03-11,17.23,35.98,86.63,5.98,30.1,0
2026-08-13,28.57,12.06,89.34,8.61,25.21,1
2025-02-16,53.11,21.86,77.14,3.63,25.54,0
2026-06-17,2.73,48.06,92.46,3.35,25.02,1
2022-06-30,13.08,29.4,72.15,2.94,34.29,0
2022-03-01,36.9,28.06,70.51,7.0,21.44,0
2020-04-07,35.34,42.62,55.66,3.35,24.08,0
2021-08-06,14.39,55.39,40.0,8.02,35.98,1
2022-10-08,13.64,39.52,97.54,8.01,34.35,1
2026-06-10,11.45,31.87,74.98,4.4,27.19,0
2020-09-03,76.73,6.8,89.36,4.93,27.05,1
2024-04-16,19.98,37.38,73.02,5.63,25.05,0
2021-03-12,54.51,23.44,96.11,8.27,27.93,1
2022-02-05,33.38,43.23,75.74,4.87,39.68,0
2022-06-24,71.51,26.55,88.6,5.33,26.17,1
2026-07-19,35.32,29.68,72.5,3.71,20.75,0
2024-09-27,60.2,26.69,89.62,3.08,25.99,1
2025-10-23,57.44,32.57,81.59,8.13,25.66,0
2023-12-02,117.84,50.54,90.9,6.62,24.79,1
2023-03-14,33.02,26.0,81.44,7.42,33.9,0
2025-05-01,71.68,36.16,65.87,8.28,24.55,1
2026-10-28,21.71,50.49,85.3,3.24,29.98,1
2022-07-18,28.96,27.22,96.59,9.84,31.22,1
2020-12-27,22.64,36.36,83.33,2.21,26.95,0
2021-10-23,19.22,47.31,73.04,8.62,27.05,1
2024-05-24,75.48,30.35,86.46,7.83,25.99,1
2024-05-11,57.15,28.86,67.1,5.97,33.76,0
2023-12-27,40.3,45.9,94.84,6.69,23.69,1
2021-08-29,55.28,14.18,93.52,3.0,26.74,0
2020-03-20,26.35,34.89,73.51,5.4,37.43,0
2024-02-08,39.08,14.93,77.12,1.95,30.15,0
2020-09-13,23.94,57.55,87.5,1.38,26.7,1
2026-03-10,63.83,19.01,75.2,8.48,25.43,1
